Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	H1	1	internal://	InInterests	0	0	0	0
1	H1	1	internal://	OutInterests	0	0	0	0
1	H1	1	internal://	InData	0	0	0	0
1	H1	1	internal://	OutData	0	0	0	0
1	H1	1	internal://	InNacks	0	0	0	0
1	H1	1	internal://	OutNacks	0	0	0	0
1	H1	1	internal://	InSatisfiedInterests	0	0	0	0
1	H1	1	internal://	InTimedOutInterests	0	0	0	0
1	H1	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H1	1	internal://	OutTimedOutInterests	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	InInterests	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	OutInterests	39.2	0.880469	49	1.10059
1	H1	256	netdev://[00:00:00:00:00:01]	InData	30.4	31.3797	38	39.2246
1	H1	256	netdev://[00:00:00:00:00:01]	OutData	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	InNacks	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	OutNacks	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	InSatisfiedInterests	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	InTimedOutInterests	0	0	0	0
1	H1	256	netdev://[00:00:00:00:00:01]	OutSatisfiedInterests	29.6	0	37	0
1	H1	256	netdev://[00:00:00:00:00:01]	OutTimedOutInterests	0	0	0	0
1	H1	257	internal://	InInterests	0	0	0	0
1	H1	257	internal://	OutInterests	0	0	0	0
1	H1	257	internal://	InData	0	0	0	0
1	H1	257	internal://	OutData	0	0	0	0
1	H1	257	internal://	InNacks	0	0	0	0
1	H1	257	internal://	OutNacks	0	0	0	0
1	H1	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H1	257	internal://	InTimedOutInterests	0	0	0	0
1	H1	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H1	257	internal://	OutTimedOutInterests	0	0	0	0
1	H1	258	appFace://	InInterests	40	0.880469	50	1.10059
1	H1	258	appFace://	OutInterests	0	0	0	0
1	H1	258	appFace://	InData	0	0	0	0
1	H1	258	appFace://	OutData	30.4	31.3797	38	39.2246
1	H1	258	appFace://	InNacks	0	0	0	0
1	H1	258	appFace://	OutNacks	0	0	0	0
1	H1	258	appFace://	InSatisfiedInterests	29.6	0	37	0
1	H1	258	appFace://	InTimedOutInterests	0	0	0	0
1	H1	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H1	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H1	-1	all	SatisfiedInterests	32	0	40	0
1	H1	-1	all	TimedOutInterests	0	0	0	0
1	H2	1	internal://	InInterests	0	0	0	0
1	H2	1	internal://	OutInterests	0	0	0	0
1	H2	1	internal://	InData	0	0	0	0
1	H2	1	internal://	OutData	0	0	0	0
1	H2	1	internal://	InNacks	0	0	0	0
1	H2	1	internal://	OutNacks	0	0	0	0
1	H2	1	internal://	InSatisfiedInterests	0	0	0	0
1	H2	1	internal://	InTimedOutInterests	0	0	0	0
1	H2	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H2	1	internal://	OutTimedOutInterests	0	0	0	0
1	H2	257	internal://	InInterests	0	0	0	0
1	H2	257	internal://	OutInterests	0	0	0	0
1	H2	257	internal://	InData	0	0	0	0
1	H2	257	internal://	OutData	0	0	0	0
1	H2	257	internal://	InNacks	0	0	0	0
1	H2	257	internal://	OutNacks	0	0	0	0
1	H2	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H2	257	internal://	InTimedOutInterests	0	0	0	0
1	H2	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H2	257	internal://	OutTimedOutInterests	0	0	0	0
1	H2	-1	all	SatisfiedInterests	1.6	0	2	0
1	H2	-1	all	TimedOutInterests	0	0	0	0
1	H3	1	internal://	InInterests	0	0	0	0
1	H3	1	internal://	OutInterests	0	0	0	0
1	H3	1	internal://	InData	0	0	0	0
1	H3	1	internal://	OutData	0	0	0	0
1	H3	1	internal://	InNacks	0	0	0	0
1	H3	1	internal://	OutNacks	0	0	0	0
1	H3	1	internal://	InSatisfiedInterests	0	0	0	0
1	H3	1	internal://	InTimedOutInterests	0	0	0	0
1	H3	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H3	1	internal://	OutTimedOutInterests	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	InInterests	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	OutInterests	40	0.898438	50	1.12305
1	H3	256	netdev://[00:00:00:00:00:05]	InData	36.8	37.9859	46	47.4824
1	H3	256	netdev://[00:00:00:00:00:05]	OutData	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	InNacks	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	OutNacks	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	InSatisfiedInterests	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	InTimedOutInterests	0	0	0	0
1	H3	256	netdev://[00:00:00:00:00:05]	OutSatisfiedInterests	36.8	0	46	0
1	H3	256	netdev://[00:00:00:00:00:05]	OutTimedOutInterests	0	0	0	0
1	H3	257	internal://	InInterests	0	0	0	0
1	H3	257	internal://	OutInterests	0	0	0	0
1	H3	257	internal://	InData	0	0	0	0
1	H3	257	internal://	OutData	0	0	0	0
1	H3	257	internal://	InNacks	0	0	0	0
1	H3	257	internal://	OutNacks	0	0	0	0
1	H3	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H3	257	internal://	InTimedOutInterests	0	0	0	0
1	H3	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H3	257	internal://	OutTimedOutInterests	0	0	0	0
1	H3	258	appFace://	InInterests	40	0.898438	50	1.12305
1	H3	258	appFace://	OutInterests	0	0	0	0
1	H3	258	appFace://	InData	0	0	0	0
1	H3	258	appFace://	OutData	36.8	37.9859	46	47.4824
1	H3	258	appFace://	InNacks	0	0	0	0
1	H3	258	appFace://	OutNacks	0	0	0	0
1	H3	258	appFace://	InSatisfiedInterests	36.8	0	46	0
1	H3	258	appFace://	InTimedOutInterests	0	0	0	0
1	H3	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H3	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H3	-1	all	SatisfiedInterests	38.4	0	48	0
1	H3	-1	all	TimedOutInterests	0	0	0	0
1	H4	1	internal://	InInterests	0	0	0	0
1	H4	1	internal://	OutInterests	0	0	0	0
1	H4	1	internal://	InData	0	0	0	0
1	H4	1	internal://	OutData	0	0	0	0
1	H4	1	internal://	InNacks	0	0	0	0
1	H4	1	internal://	OutNacks	0	0	0	0
1	H4	1	internal://	InSatisfiedInterests	0	0	0	0
1	H4	1	internal://	InTimedOutInterests	0	0	0	0
1	H4	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H4	1	internal://	OutTimedOutInterests	0	0	0	0
1	H4	257	internal://	InInterests	0	0	0	0
1	H4	257	internal://	OutInterests	0	0	0	0
1	H4	257	internal://	InData	0	0	0	0
1	H4	257	internal://	OutData	0	0	0	0
1	H4	257	internal://	InNacks	0	0	0	0
1	H4	257	internal://	OutNacks	0	0	0	0
1	H4	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H4	257	internal://	InTimedOutInterests	0	0	0	0
1	H4	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H4	257	internal://	OutTimedOutInterests	0	0	0	0
1	H4	-1	all	SatisfiedInterests	1.6	0	2	0
1	H4	-1	all	TimedOutInterests	0	0	0	0
1	H5	1	internal://	InInterests	0	0	0	0
1	H5	1	internal://	OutInterests	0	0	0	0
1	H5	1	internal://	InData	0	0	0	0
1	H5	1	internal://	OutData	0	0	0	0
1	H5	1	internal://	InNacks	0	0	0	0
1	H5	1	internal://	OutNacks	0	0	0	0
1	H5	1	internal://	InSatisfiedInterests	0	0	0	0
1	H5	1	internal://	InTimedOutInterests	0	0	0	0
1	H5	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H5	1	internal://	OutTimedOutInterests	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	InInterests	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	OutInterests	38.4	0.8625	48	1.07812
1	H5	256	netdev://[00:00:00:00:00:09]	InData	34.4	35.5086	43	44.3857
1	H5	256	netdev://[00:00:00:00:00:09]	OutData	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	InNacks	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	OutNacks	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	InSatisfiedInterests	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	InTimedOutInterests	0	0	0	0
1	H5	256	netdev://[00:00:00:00:00:09]	OutSatisfiedInterests	32.8	0	41	0
1	H5	256	netdev://[00:00:00:00:00:09]	OutTimedOutInterests	0	0	0	0
1	H5	257	internal://	InInterests	0	0	0	0
1	H5	257	internal://	OutInterests	0	0	0	0
1	H5	257	internal://	InData	0	0	0	0
1	H5	257	internal://	OutData	0	0	0	0
1	H5	257	internal://	InNacks	0	0	0	0
1	H5	257	internal://	OutNacks	0	0	0	0
1	H5	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H5	257	internal://	InTimedOutInterests	0	0	0	0
1	H5	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H5	257	internal://	OutTimedOutInterests	0	0	0	0
1	H5	258	appFace://	InInterests	40	0.8625	50	1.07812
1	H5	258	appFace://	OutInterests	0	0	0	0
1	H5	258	appFace://	InData	0	0	0	0
1	H5	258	appFace://	OutData	34.4	35.5086	43	44.3857
1	H5	258	appFace://	InNacks	0	0	0	0
1	H5	258	appFace://	OutNacks	0	0	0	0
1	H5	258	appFace://	InSatisfiedInterests	32.8	0	41	0
1	H5	258	appFace://	InTimedOutInterests	0	0	0	0
1	H5	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H5	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H5	-1	all	SatisfiedInterests	36	0	45	0
1	H5	-1	all	TimedOutInterests	0	0	0	0
1	H6	1	internal://	InInterests	0	0	0	0
1	H6	1	internal://	OutInterests	0	0	0	0
1	H6	1	internal://	InData	0	0	0	0
1	H6	1	internal://	OutData	0	0	0	0
1	H6	1	internal://	InNacks	0	0	0	0
1	H6	1	internal://	OutNacks	0	0	0	0
1	H6	1	internal://	InSatisfiedInterests	0	0	0	0
1	H6	1	internal://	InTimedOutInterests	0	0	0	0
1	H6	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H6	1	internal://	OutTimedOutInterests	0	0	0	0
1	H6	257	internal://	InInterests	0	0	0	0
1	H6	257	internal://	OutInterests	0	0	0	0
1	H6	257	internal://	InData	0	0	0	0
1	H6	257	internal://	OutData	0	0	0	0
1	H6	257	internal://	InNacks	0	0	0	0
1	H6	257	internal://	OutNacks	0	0	0	0
1	H6	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H6	257	internal://	InTimedOutInterests	0	0	0	0
1	H6	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H6	257	internal://	OutTimedOutInterests	0	0	0	0
1	H6	-1	all	SatisfiedInterests	1.6	0	2	0
1	H6	-1	all	TimedOutInterests	0	0	0	0
1	H7	1	internal://	InInterests	0	0	0	0
1	H7	1	internal://	OutInterests	0	0	0	0
1	H7	1	internal://	InData	0	0	0	0
1	H7	1	internal://	OutData	0	0	0	0
1	H7	1	internal://	InNacks	0	0	0	0
1	H7	1	internal://	OutNacks	0	0	0	0
1	H7	1	internal://	InSatisfiedInterests	0	0	0	0
1	H7	1	internal://	InTimedOutInterests	0	0	0	0
1	H7	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H7	1	internal://	OutTimedOutInterests	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	InInterests	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	OutInterests	38.4	0.8625	48	1.07812
1	H7	256	netdev://[00:00:00:00:00:0d]	InData	33.6	34.6828	42	43.3535
1	H7	256	netdev://[00:00:00:00:00:0d]	OutData	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	InNacks	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	OutNacks	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	InSatisfiedInterests	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	InTimedOutInterests	0	0	0	0
1	H7	256	netdev://[00:00:00:00:00:0d]	OutSatisfiedInterests	32.8	0	41	0
1	H7	256	netdev://[00:00:00:00:00:0d]	OutTimedOutInterests	0	0	0	0
1	H7	257	internal://	InInterests	0	0	0	0
1	H7	257	internal://	OutInterests	0	0	0	0
1	H7	257	internal://	InData	0	0	0	0
1	H7	257	internal://	OutData	0	0	0	0
1	H7	257	internal://	InNacks	0	0	0	0
1	H7	257	internal://	OutNacks	0	0	0	0
1	H7	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H7	257	internal://	InTimedOutInterests	0	0	0	0
1	H7	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H7	257	internal://	OutTimedOutInterests	0	0	0	0
1	H7	258	appFace://	InInterests	40	0.8625	50	1.07812
1	H7	258	appFace://	OutInterests	0	0	0	0
1	H7	258	appFace://	InData	0	0	0	0
1	H7	258	appFace://	OutData	34.4	35.5086	43	44.3857
1	H7	258	appFace://	InNacks	0	0	0	0
1	H7	258	appFace://	OutNacks	0	0	0	0
1	H7	258	appFace://	InSatisfiedInterests	32.8	0	41	0
1	H7	258	appFace://	InTimedOutInterests	0	0	0	0
1	H7	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H7	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H7	-1	all	SatisfiedInterests	36	0	45	0
1	H7	-1	all	TimedOutInterests	0	0	0	0
1	H8	1	internal://	InInterests	0	0	0	0
1	H8	1	internal://	OutInterests	0	0	0	0
1	H8	1	internal://	InData	0	0	0	0
1	H8	1	internal://	OutData	0	0	0	0
1	H8	1	internal://	InNacks	0	0	0	0
1	H8	1	internal://	OutNacks	0	0	0	0
1	H8	1	internal://	InSatisfiedInterests	0	0	0	0
1	H8	1	internal://	InTimedOutInterests	0	0	0	0
1	H8	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H8	1	internal://	OutTimedOutInterests	0	0	0	0
1	H8	257	internal://	InInterests	0	0	0	0
1	H8	257	internal://	OutInterests	0	0	0	0
1	H8	257	internal://	InData	0	0	0	0
1	H8	257	internal://	OutData	0	0	0	0
1	H8	257	internal://	InNacks	0	0	0	0
1	H8	257	internal://	OutNacks	0	0	0	0
1	H8	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H8	257	internal://	InTimedOutInterests	0	0	0	0
1	H8	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H8	257	internal://	OutTimedOutInterests	0	0	0	0
1	H8	-1	all	SatisfiedInterests	1.6	0	2	0
1	H8	-1	all	TimedOutInterests	0	0	0	0
1	H9	1	internal://	InInterests	0	0	0	0
1	H9	1	internal://	OutInterests	0	0	0	0
1	H9	1	internal://	InData	0	0	0	0
1	H9	1	internal://	OutData	0	0	0	0
1	H9	1	internal://	InNacks	0	0	0	0
1	H9	1	internal://	OutNacks	0	0	0	0
1	H9	1	internal://	InSatisfiedInterests	0	0	0	0
1	H9	1	internal://	InTimedOutInterests	0	0	0	0
1	H9	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H9	1	internal://	OutTimedOutInterests	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	InInterests	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	OutInterests	40	0.898438	50	1.12305
1	H9	256	netdev://[00:00:00:00:00:11]	InData	32	33.0312	40	41.2891
1	H9	256	netdev://[00:00:00:00:00:11]	OutData	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	InNacks	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	OutNacks	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	InSatisfiedInterests	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	InTimedOutInterests	0	0	0	0
1	H9	256	netdev://[00:00:00:00:00:11]	OutSatisfiedInterests	30.4	0	38	0
1	H9	256	netdev://[00:00:00:00:00:11]	OutTimedOutInterests	0	0	0	0
1	H9	257	internal://	InInterests	0	0	0	0
1	H9	257	internal://	OutInterests	0	0	0	0
1	H9	257	internal://	InData	0	0	0	0
1	H9	257	internal://	OutData	0	0	0	0
1	H9	257	internal://	InNacks	0	0	0	0
1	H9	257	internal://	OutNacks	0	0	0	0
1	H9	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H9	257	internal://	InTimedOutInterests	0	0	0	0
1	H9	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H9	257	internal://	OutTimedOutInterests	0	0	0	0
1	H9	258	appFace://	InInterests	40	0.898438	50	1.12305
1	H9	258	appFace://	OutInterests	0	0	0	0
1	H9	258	appFace://	InData	0	0	0	0
1	H9	258	appFace://	OutData	30.4	31.3797	38	39.2246
1	H9	258	appFace://	InNacks	0	0	0	0
1	H9	258	appFace://	OutNacks	0	0	0	0
1	H9	258	appFace://	InSatisfiedInterests	30.4	0	38	0
1	H9	258	appFace://	InTimedOutInterests	0	0	0	0
1	H9	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H9	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H9	-1	all	SatisfiedInterests	32	0	40	0
1	H9	-1	all	TimedOutInterests	0	0	0	0
1	H10	1	internal://	InInterests	0	0	0	0
1	H10	1	internal://	OutInterests	0	0	0	0
1	H10	1	internal://	InData	0	0	0	0
1	H10	1	internal://	OutData	0	0	0	0
1	H10	1	internal://	InNacks	0	0	0	0
1	H10	1	internal://	OutNacks	0	0	0	0
1	H10	1	internal://	InSatisfiedInterests	0	0	0	0
1	H10	1	internal://	InTimedOutInterests	0	0	0	0
1	H10	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H10	1	internal://	OutTimedOutInterests	0	0	0	0
1	H10	257	internal://	InInterests	0	0	0	0
1	H10	257	internal://	OutInterests	0	0	0	0
1	H10	257	internal://	InData	0	0	0	0
1	H10	257	internal://	OutData	0	0	0	0
1	H10	257	internal://	InNacks	0	0	0	0
1	H10	257	internal://	OutNacks	0	0	0	0
1	H10	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H10	257	internal://	InTimedOutInterests	0	0	0	0
1	H10	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H10	257	internal://	OutTimedOutInterests	0	0	0	0
1	H10	-1	all	SatisfiedInterests	1.6	0	2	0
1	H10	-1	all	TimedOutInterests	0	0	0	0
1	H11	1	internal://	InInterests	0	0	0	0
1	H11	1	internal://	OutInterests	0	0	0	0
1	H11	1	internal://	InData	0	0	0	0
1	H11	1	internal://	OutData	0	0	0	0
1	H11	1	internal://	InNacks	0	0	0	0
1	H11	1	internal://	OutNacks	0	0	0	0
1	H11	1	internal://	InSatisfiedInterests	0	0	0	0
1	H11	1	internal://	InTimedOutInterests	0	0	0	0
1	H11	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H11	1	internal://	OutTimedOutInterests	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	InInterests	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	OutInterests	37.6	0.844531	47	1.05566
1	H11	256	netdev://[00:00:00:00:00:15]	InData	32.8	33.857	41	42.3213
1	H11	256	netdev://[00:00:00:00:00:15]	OutData	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	InNacks	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	OutNacks	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	InSatisfiedInterests	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	InTimedOutInterests	0	0	0	0
1	H11	256	netdev://[00:00:00:00:00:15]	OutSatisfiedInterests	32.8	0	41	0
1	H11	256	netdev://[00:00:00:00:00:15]	OutTimedOutInterests	0	0	0	0
1	H11	257	internal://	InInterests	0	0	0	0
1	H11	257	internal://	OutInterests	0	0	0	0
1	H11	257	internal://	InData	0	0	0	0
1	H11	257	internal://	OutData	0	0	0	0
1	H11	257	internal://	InNacks	0	0	0	0
1	H11	257	internal://	OutNacks	0	0	0	0
1	H11	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H11	257	internal://	InTimedOutInterests	0	0	0	0
1	H11	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H11	257	internal://	OutTimedOutInterests	0	0	0	0
1	H11	258	appFace://	InInterests	40	0.844531	50	1.05566
1	H11	258	appFace://	OutInterests	0	0	0	0
1	H11	258	appFace://	InData	0	0	0	0
1	H11	258	appFace://	OutData	35.2	36.3344	44	45.418
1	H11	258	appFace://	InNacks	0	0	0	0
1	H11	258	appFace://	OutNacks	0	0	0	0
1	H11	258	appFace://	InSatisfiedInterests	32.8	0	41	0
1	H11	258	appFace://	InTimedOutInterests	0	0	0	0
1	H11	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H11	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H11	-1	all	SatisfiedInterests	36.8	0	46	0
1	H11	-1	all	TimedOutInterests	0	0	0	0
1	H12	1	internal://	InInterests	0	0	0	0
1	H12	1	internal://	OutInterests	0	0	0	0
1	H12	1	internal://	InData	0	0	0	0
1	H12	1	internal://	OutData	0	0	0	0
1	H12	1	internal://	InNacks	0	0	0	0
1	H12	1	internal://	OutNacks	0	0	0	0
1	H12	1	internal://	InSatisfiedInterests	0	0	0	0
1	H12	1	internal://	InTimedOutInterests	0	0	0	0
1	H12	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H12	1	internal://	OutTimedOutInterests	0	0	0	0
1	H12	257	internal://	InInterests	0	0	0	0
1	H12	257	internal://	OutInterests	0	0	0	0
1	H12	257	internal://	InData	0	0	0	0
1	H12	257	internal://	OutData	0	0	0	0
1	H12	257	internal://	InNacks	0	0	0	0
1	H12	257	internal://	OutNacks	0	0	0	0
1	H12	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H12	257	internal://	InTimedOutInterests	0	0	0	0
1	H12	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H12	257	internal://	OutTimedOutInterests	0	0	0	0
1	H12	-1	all	SatisfiedInterests	1.6	0	2	0
1	H12	-1	all	TimedOutInterests	0	0	0	0
1	H13	1	internal://	InInterests	0	0	0	0
1	H13	1	internal://	OutInterests	0	0	0	0
1	H13	1	internal://	InData	0	0	0	0
1	H13	1	internal://	OutData	0	0	0	0
1	H13	1	internal://	InNacks	0	0	0	0
1	H13	1	internal://	OutNacks	0	0	0	0
1	H13	1	internal://	InSatisfiedInterests	0	0	0	0
1	H13	1	internal://	InTimedOutInterests	0	0	0	0
1	H13	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H13	1	internal://	OutTimedOutInterests	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	InInterests	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	OutInterests	40	0.898438	50	1.12305
1	H13	256	netdev://[00:00:00:00:00:19]	InData	34.4	35.5086	43	44.3857
1	H13	256	netdev://[00:00:00:00:00:19]	OutData	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	InNacks	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	OutNacks	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	InSatisfiedInterests	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	InTimedOutInterests	0	0	0	0
1	H13	256	netdev://[00:00:00:00:00:19]	OutSatisfiedInterests	34.4	0	43	0
1	H13	256	netdev://[00:00:00:00:00:19]	OutTimedOutInterests	0	0	0	0
1	H13	257	internal://	InInterests	0	0	0	0
1	H13	257	internal://	OutInterests	0	0	0	0
1	H13	257	internal://	InData	0	0	0	0
1	H13	257	internal://	OutData	0	0	0	0
1	H13	257	internal://	InNacks	0	0	0	0
1	H13	257	internal://	OutNacks	0	0	0	0
1	H13	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H13	257	internal://	InTimedOutInterests	0	0	0	0
1	H13	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H13	257	internal://	OutTimedOutInterests	0	0	0	0
1	H13	258	appFace://	InInterests	40	0.898438	50	1.12305
1	H13	258	appFace://	OutInterests	0	0	0	0
1	H13	258	appFace://	InData	0	0	0	0
1	H13	258	appFace://	OutData	34.4	35.5086	43	44.3857
1	H13	258	appFace://	InNacks	0	0	0	0
1	H13	258	appFace://	OutNacks	0	0	0	0
1	H13	258	appFace://	InSatisfiedInterests	34.4	0	43	0
1	H13	258	appFace://	InTimedOutInterests	0	0	0	0
1	H13	258	appFace://	OutSatisfiedInterests	0	0	0	0
1	H13	258	appFace://	OutTimedOutInterests	0	0	0	0
1	H13	-1	all	SatisfiedInterests	36	0	45	0
1	H13	-1	all	TimedOutInterests	0	0	0	0
1	H14	1	internal://	InInterests	0	0	0	0
1	H14	1	internal://	OutInterests	0	0	0	0
1	H14	1	internal://	InData	0	0	0	0
1	H14	1	internal://	OutData	0	0	0	0
1	H14	1	internal://	InNacks	0	0	0	0
1	H14	1	internal://	OutNacks	0	0	0	0
1	H14	1	internal://	InSatisfiedInterests	0	0	0	0
1	H14	1	internal://	InTimedOutInterests	0	0	0	0
1	H14	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H14	1	internal://	OutTimedOutInterests	0	0	0	0
1	H14	257	internal://	InInterests	0	0	0	0
1	H14	257	internal://	OutInterests	0	0	0	0
1	H14	257	internal://	InData	0	0	0	0
1	H14	257	internal://	OutData	0	0	0	0
1	H14	257	internal://	InNacks	0	0	0	0
1	H14	257	internal://	OutNacks	0	0	0	0
1	H14	257	internal://	InSatisfiedInterests	1.6	0	2	0
1	H14	257	internal://	InTimedOutInterests	0	0	0	0
1	H14	257	internal://	OutSatisfiedInterests	0	0	0	0
1	H14	257	internal://	OutTimedOutInterests	0	0	0	0
1	H14	-1	all	SatisfiedInterests	1.6	0	2	0
1	H14	-1	all	TimedOutInterests	0	0	0	0
1	H15	1	internal://	InInterests	0	0	0	0
1	H15	1	internal://	OutInterests	0	0	0	0
1	H15	1	internal://	InData	0	0	0	0
1	H15	1	internal://	OutData	0	0	0	0
1	H15	1	internal://	InNacks	0	0	0	0
1	H15	1	internal://	OutNacks	0	0	0	0
1	H15	1	internal://	InSatisfiedInterests	0	0	0	0
1	H15	1	internal://	InTimedOutInterests	0	0	0	0
1	H15	1	internal://	OutSatisfiedInterests	1.6	0	2	0
1	H15	1	internal://	OutTimedOutInterests	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	InInterests	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	OutInterests	39.2	0.880469	49	1.10059
1	H15	256	netdev://[00:00:00:00:00:1d]	InData	30.4	31.3797	38	39.2246
1	H15	256	netdev://[00:00:00:00:00:1d]	OutData	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	InNacks	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	OutNacks	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	InSatisfiedInterests	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	InTimedOutInterests	0	0	0	0
1	H15	256	netdev://[00:00:00:00:00:1d]	OutSatisfiedInterests	29.6	0	37	0
1	H15	256	netdev://[00:00:00:00:00:1d]	OutTimedOutInterests	0	0	0	0
1	H15	257	internal://	InInterests	0	0	0	0
1	H15	257	internal://	OutInterests	0	0	0	0
1	H15	257	internal://	InData	0	0	0	0
